LOCN_NBR,STORE_NAME,BIS_NM,ADR,ADDRESS,CTY,CITY,STE,ZIP,PHN,FAX,COM_PHN,HRS,LAT,LNG,DIRE,CD,LOGO,CST_SEV,CNTY,mon_opn,mon_cse,tue_opn,tue_cse,wed_opn,wed_cse,thu_opn,thu_cse,fri_opn,fri_cse,sat_opn,sat_cse,sun_opn,sun_cse,TIME_ZONE,showProductAisleNumber,showProductBayNumber,showMetaProducts,showStoreMapView,showInStockPageView,showProductLocations,leadCaptureEnabled,,,,,,,,,,,,,,,,,,,,,
665,W. Plano Lowe's,"LOWE'S OF W. PLANO, TX",19210 PRESTON ROAD,19210 Preston Rd,DALLAS,Dallas,TX,75252,(972) 769-0343,(972) 769-0360,(972) 244-1554,,33.01022429,-96.79225458,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
667,Greer Lowe's,"LOWE'S OF GREER, SC",1370 WADE HAMPTON BLVD. WEST,1370 Wade Hampton Blvd West,GREER,Greer,SC,29650,(864) 879-8448,(864) 879-4022,(864) 469-1042,,34.94056622,-82.26598416,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
668,Hendersonville Lowe's,"LOWE'S OF HENDERSONVILLE, TN",360 EAST MAIN STREET,360 East Main St,HENDERSONVILLE,Hendersonville,TN,37075,(615) 822-3995,(615) 822-5310,(615) 264-6528,,36.31527817,-86.59422967,,N,http://images.lowes.com/general/n/NRdiamond.gif,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
669,Flint Lowe's,"LOWE'S OF FLINT, MI",2100 T.A. MANSOUR BLVD.,2100 T.A. Mansour Blvd,FLINT,Flint,MI,48532,(810) 720-3870,(810) 720-3874,(810) 223-9022,,42.99999868,-83.76926016,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
670,S. Orlando Lowe's,"LOWE'S OF S. ORLANDO, FL",2800 WEST SANDLAKE ROAD,2800 West Sandlake Rd,ORLANDO,Orlando,FL,32819,(407) 351-4667,(407) 352-0783,(407) 351-6824,,28.44884759,-81.422334,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
671,Washington Lowe's,"LOWE'S OF WASHINGTON, PA",STRABANE SQUARE 355 WASHINGTON ROAD,Strabane Square 355 Washington Rd,WASHINGTON,Washington,PA,15301,(724) 223-7700,(724) 223-8336,(724) 207-8040,,40.18985228,-80.22405275,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
674,W. Chandler Lowe's,"LOWE'S OF W. CHANDLER, AZ",7100 WEST RAY ROAD,7100 West Ray Rd,CHANDLER,Chandler,AZ,85226,(480) 753-0103,(480) 753-4442,(480) 612-8279,,33.3212477,-111.9647693,,N,,,US,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,07.00.00,20.00.00,America/Phoenix,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
675,E. Charleston Lowe's,"LOWE'S OF E. CHARLESTON, WV",5750 MACCORKLE AVE. S.E.,5750 Maccorkle Ave SE,CHARLESTON,Charleston,WV,25304,(304) 926-6700,(304) 926-6678,(304) 206-4887,,38.31314372,-81.56456435,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
676,S. Richmond Lowe's,"LOWE'S OF S. RICHMOND, VA",2501 SHEILA LANE,2501 Sheila Ln,RICHMOND,Richmond,VA,23225,(804) 272-8151,(804) 272-8446,(804) 727-1719,,37.53501171,-77.53116897,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
677,Clayton Lowe's,"LOWE'S OF CLAYTON, NC",101 CLEVELAND CROSSING DRIVE,101 Cleveland Crossing Dr,GARNER,Garner,NC,27529,(919) 661-6440,(919) 661-6354,(919) 455-2451,,35.6083941,-78.55894449,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
678,Cumming Lowe's,"LOWE'S OF CUMMING, GA",935 MARKETPLACE BLVD.,935 Marketplace Blvd,CUMMING,Cumming,GA,30041,(770) 844-9166,(770) 844-9157,(678) 456-1038,,34.18299962,-84.13293628,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
679,W. Evansville Lowe's,"LOWE'S OF W. EVANSVILLE, IN",103 SOUTH RED BANK ROAD,103 South Red Bank Rd,EVANSVILLE,Evansville,IN,47712,(812) 424-7605,(812) 424-7833,(812) 647-9021,,37.97783683,-87.63984787,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
680,Monroe Lowe's,"LOWE'S OF MONROE,  NC",2350 WEST ROOSEVELT BLVD,2350 West Roosevelt Blvd,MONROE,Monroe,NC,28110,(704) 226-1744,(704) 226-0744,(704) 207-2060,,35.01204563,-80.56228895,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
681,N. Central Houston Lowe's,"LOWE'S OF N. CENTRAL HOUSTON, TX",1521 NORTH LOOP WEST,1521 North Loop West,HOUSTON,Houston,TX,77008,(713) 426-6300,(713) 426-5777,(713) 866-5606,,29.81062563,-95.42808674,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
682,Southport Lowe's,"LOWE'S OF SOUTHPORT, NC",5084 SOUTHPORT - SUPPLY ROAD SOUTHEAST,5084 Southport - Supply Rd Southeast,SOUTHPORT,Southport,NC,28461,(910) 454-8761,(910) 454-4484,(910) 454-4748,,33.95358039,-78.04584835,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
684,Warren Lowe's,"LOWE'S OF WARREN, MI",31140 VAN DYKE AVENUE,31140 Van Dyke Ave,WARREN,Warren,MI,48093,(586) 826-7661,(586) 826-7678,(586) 722-5019,,42.52233035,-83.0273482,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
685,Pearland Lowe's,"LOWE'S OF PEARLAND, TX",2741 BROADWAY STREET,2741 Broadway St,PEARLAND,Pearland,TX,77581,(281) 412-6300,(281) 412-9583,(281) 412-1758,,29.55636956,-95.26059915,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
686,Fayetteville Lowe's,"LOWE'S OF FAYETTEVILLE, GA",1030 GLYNN STREET NORTH,1030 Glynn St North,FAYETTEVILLE,Fayetteville,GA,30214,(678) 817-9119,(678) 817-5663,(678) 724-1054,,33.47254189,-84.44651989,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
687,Short Pump Lowe's,"LOWE'S OF SHORT PUMP, VA",4401 POUNCEY TRACT ROAD,4401 Pouncey Tract Rd,GLEN ALLEN,Glen Allen,VA,23060,(804) 364-5975,(804) 364-5978,(804) 727-1383,,37.65543193,-77.60977113,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
688,Boise Lowe's,"LOWE'S OF BOISE, ID",7990 WEST OVERLAND ROAD,7990 West Overland Rd,BOISE,Boise,ID,83709,(208) 376-1001,(208) 376-2169,(208) 672-7299,,43.59242985,-116.2818161,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Denver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
689,S.E. Austin Lowe's,"LOWE'S OF S.E. AUSTIN, TX",5510 SOUTH IH35,5510 South IH 35,AUSTIN,Austin,TX,78745,(512) 441-0329,(512) 383-9216,(512) 634-1070,,30.20166927,-97.76650825,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
690,D'iberville Lowe's,"LOWE'S OF D'IBERVILLE, MS",3700 SANGANI BLVD.,3700 Sangani Blvd,D'IBERVILLE,D'iberville,MS,39540,(228) 392-7103,(228) 396-0425,(228) 280-1200,,30.45985909,-88.89736959,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
691,White Marsh Lowe's,"LOWE'S OF WHITE MARSH, MD",5300 CAMPBELL BLVD.,5300 Campbell Blvd,BALTIMORE,Baltimore,MD,21236,(410) 931-2233,(410) 931-1770,(443) 425-1141,,39.369146,-76.44961386,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,21.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
692,Piscataway Lowe's,"LOWE'S OF PISCATAWAY, NJ",1345 CENTENNIAL AVENUE,1345 Centennial Ave,PISCATAWAY,Piscataway,NJ,8854,(732) 562-0505,(732) 562-8964,(732) 733-9023,,40.55270812,-74.43690091,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
693,Sevierville Lowe's,"LOWE'S OF SEVIERVILLE, TN",610 WINFIELD DUNN PARKWAY,610 Winfield Dunn Pkwy,SEVIERVILLE,Sevierville,TN,37876,(865) 453-3115,(865) 453-5388,(865) 908-2308,,35.87783339,-83.57469014,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
694,Rogers Lowe's,"LOWE'S OF ROGERS, AR",300 NORTH 46TH STREET,300 North 46th St,ROGERS,Rogers,AR,72756,(479) 936-9700,(479) 936-9717,(479) 899-0022,,36.33713113,-94.18081412,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
695,FT. Gratiot Lowe's,"LOWE'S OF FT. GRATIOT, MI",4200 24TH AVENUE,4200 24th Ave,FORT GRATIOT,Fort Gratiot,MI,48059,(810) 385-6600,(810) 385-6619,(810) 941-6091,,43.03142202,-82.45286658,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
696,Melbourne Lowe's,"LOWE'S OF MELBOURNE, FL",2150 MINTON ROAD,2150 Minton Rd,MELBOURNE,Melbourne,FL,32904,(321) 953-2880,(321) 953-6739,(321) 327-0029,,28.07671001,-80.67361135,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
697,Concord Lowe's,"LOWE'S OF CONCORD, NC",940 CONCORD PARKWAY NORTH,940 Concord Pkwy North,CONCORD,Concord,NC,28027,(704) 720-9000,(704) 720-9017,(704) 706-3872,,35.42617145,-80.61242774,,N,http://images.lowes.com/general/n/NRdiamond.gif,Yes,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
698,Oxford Lowe's,"LOWE'S OF OXFORD, AL",1836 US HIGHWAY 78 EAST,1836 U.S. Highway 78 East,OXFORD,Oxford,AL,36203,(256) 835-8266,(256) 835-0885,(256) 499-9021,,33.613518,-85.7945545,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
700,Lincolnton Lowe's,"LOWE'S OF LINCOLNTON, NC",1603 EAST MAIN STREET,1603 East Main St,LINCOLNTON,Lincolnton,NC,28092,(704) 748-9335,(704) 735-8892,(704) 452-6022,,35.47954974,-81.23380154,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
701,Wilkesboro Lowe's,"LOWE'S OF WILKESBORO, NC",2003 US HIGHWAY 421,2003 U.S. Highway 421,WILKESBORO,Wilkesboro,NC,28697,(336) 838-1500,(336) 838-1738,(336) 838-7792,,36.14832223,-81.20510813,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
702,Largo Lowe's,"LOWE'S OF LARGO, MD",10440 CAMPUS WAY SOUTH,10440 Campus Way South,UPPER MARLBORO,Upper Marlboro,MD,20774,(301) 350-6777,(301) 350-7028,(301) 278-4019,,38.89420816,-76.82458114,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
703,Jensen Beach Lowe's,"LOWE'S OF JENSEN BEACH, FL",4100 NORTHWEST FEDERAL HIGHWAY,4100 Northwest Federal Highway,JENSEN BEACH,Jensen Beach,FL,34957,(772) 692-7745,(772) 692-7753,(772) 405-2020,,27.25360557,-80.27985817,,N,http://images.lowes.com/general/n/NRdiamond.gif,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
704,Coral Springs Lowe's,"LOWE'S OF CORAL SPRINGS, FL",3651 TURTLE CREEK DRIVE,3651 Turtle Creek Dr,CORAL SPRINGS,Coral Springs,FL,33067,(954) 346-3993,(954) 346-3958,(954) 282-3965,,26.27579896,-80.2035559,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
705,S.W. Louisville Lowe's,"LOWE'S OF S.W. LOUISVILLE, KY",6651 DIXIE HIGHWAY,6651 Dixie Highway,LOUISVILLE,Louisville,KY,40258,(502) 933-0745,(502) 933-7636,(502) 271-1408,,38.15399472,-85.83309691,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
706,Chambersburg Lowe's,"LOWE'S OF CHAMBERSBURG, PA",1600 LINCOLN WAY EAST,1600 Lincoln Way East,CHAMBERSBURG,Chambersburg,PA,17201,(717) 709-1900,(717) 709-1930,(717) 496-2021,,39.9229293,-77.61271404,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
707,Martinsville Lowe's,"LOWE'S OF MARTINSVILLE, VA",1059 COMMONWEALTH BLVD.,1059 Commonwealth Blvd,MARTINSVILLE,Martinsville,VA,24112,(276) 656-1665,(276) 656-1124,(276) 656-1789,,36.69195829,-79.90400124,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
708,Heath Lowe's,"LOWE'S OF HEATH, OH",888 HEBRON ROAD,888 Hebron Rd,HEATH,Heath,OH,43056,(740) 522-0003,(740) 522-0165,(740) 522-7719,,40.02706792,-82.44218809,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
709,W. Chesapeake Lowe's,"LOWE'S OF W. CHESAPEAKE, VA",4708 PORTSMOUTH BLVD.,4708 Portsmouth Blvd,CHESAPEAKE,Chesapeake,VA,23321,(757) 465-5757,(757) 488-4598,(757) 215-7240,,36.81965936,-76.4382185,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
710,John's Creek Lowe's,"LOWE'S OF JOHN'S CREEK, GA",3580 PEACHTREE PARKWAY,3580 Peachtree Pkwy,SUWANEE,Suwanee,GA,30024,(770) 622-5997,(770) 622-9379,(770) 940-5322,,34.07354472,-84.16786093,,N,http://images.lowes.com/general/n/NRdiamond.gif,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
711,N. Columbus Lowe's,"LOWE'S OF N. COLUMBUS, OH",1465 POLARIS PARKWAY,1465 Polaris Pkwy,COLUMBUS,Columbus,OH,43240,(614) 433-9957,(614) 436-3877,(614) 601-9020,,40.13869893,-82.98069138,,N,http://images.lowes.com/general/n/NRdiamond.gif,,US,07.00.00,22.00.00,07.00.00,22.00.00,07.00.00,22.00.00,07.00.00,22.00.00,07.00.00,22.00.00,07.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
712,Pascagoula Lowe's,"LOWE'S OF PASCAGOULA, MS",3301 DENNY AVENUE,3301 Denny Ave,PASCAGOULA,Pascagoula,MS,39581,(228) 762-0429,(228) 696-0412,(228) 281-1179,,30.37959307,-88.52725243,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
713,Bloomfield Township Lowe's,"LOWE'S OF BLOOMFIELD TOWNSHIP, MI",1801 TELEGRAPH ROAD,1801 Telegraph Rd,BLOOMFIELD HILLS,Bloomfield Hills,MI,48302,(248) 338-2566,(248) 338-2733,(248) 648-6959,,42.61554499,-83.30789384,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
714,E. Mesa Lowe's,"LOWE'S OF E. MESA, AZ",1440 SOUTH HIGLEY ROAD,1440 South Higley Rd,MESA,Mesa,AZ,85206,(480) 832-1666,(480) 832-6805,(480) 281-3711,,33.38880118,-111.7204522,,N,,,US,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,07.00.00,20.00.00,America/Phoenix,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
715,Alexandria Lowe's,"LOWE'S OF ALEXANDRIA, VA",6750 RICHMOND HIGHWAY,6750 Richmond Highway,ALEXANDRIA,Alexandria,VA,22306,(703) 765-8011,(703) 765-8030,(703) 310-3921,,38.77208121,-77.08357057,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
716,N.W. Tallahassee Lowe's,"LOWE'S OF N.W. TALLAHASSEE, FL",5500 COMMONWEALTH BLVD.,5500 Commonwealth Blvd,TALLAHASSEE,Tallahassee,FL,32303,(850) 575-1435,(850) 575-6240,(850) 350-3918,,30.47784438,-84.36579972,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
717,Franklin Lowe's,"LOWE'S OF FRANKLIN, NC",161 FRANKLIN PLAZA,161 Franklin Plaza,FRANKLIN,Franklin,NC,28734,(828) 349-4654,(828) 349-4875,(828) 349-8819,,35.16543891,-83.39561186,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
718,Kingsport Lowe's,"LOWE'S OF KINGSPORT, TN",2526 EAST STONE DRIVE,2526 East Stone Dr,KINGSPORT,Kingsport,TN,37660,(423) 246-5660,(423) 246-6259,(423) 230-1479,,36.54868283,-82.50057065,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
